Sub_1,Sub_2,Sub_3,Sub_4,Sum,course,school,comb
4,30,48,33,115,special education,Education,4 30 48 33 Education 115
7,40,20,48,115,special education,Education,7 40 20 48 Education 115
12,46,28,29,115,special education,Education,12 46 28 29 Education 115
61,9,41,4,115,special education,Education,61 9 41 4 Education 115
6,4,95,10,115,special education,Education,6 4 95 10 Education 115
26,63,25,2,116,sociology of education,Education,26 63 25 2 Education 116
28,25,29,34,116,sociology of education,Education,28 25 29 34 Education 116
50,13,36,17,116,sociology of education,Education,50 13 36 17 Education 116
2,50,31,33,116,sociology of education,Education,2 50 31 33 Education 116
34,12,9,61,116,sociology of education,Education,34 12 9 61 Education 116
70,6,9,31,116,sociology of education,Education,70 6 9 31 Education 116
44,50,22,0,116,sociology of education,Education,44 50 22 0 Education 116
58,5,41,12,116,sociology of education,Education,58 5 41 12 Education 116
27,50,21,18,116,sociology of education,Education,27 50 21 18 Education 116
2,96,6,12,116,sociology of education,Education,2 96 6 12 Education 116
11,66,18,21,116,sociology of education,Education,11 66 18 21 Education 116
52,45,10,9,116,sociology of education,Education,52 45 10 9 Education 116
18,6,40,52,116,sociology of education,Education,18 6 40 52 Education 116
8,9,6,93,116,sociology of education,Education,8 9 6 93 Education 116
48,12,30,26,116,sociology of education,Education,48 12 30 26 Education 116
0,3,33,80,116,sociology of education,Education,0 3 33 80 Education 116
12,17,19,68,116,sociology of education,Education,12 17 19 68 Education 116
87,17,4,8,116,sociology of education,Education,87 17 4 8 Education 116
15,8,91,2,116,sociology of education,Education,15 8 91 2 Education 116
0,17,59,40,116,sociology of education,Education,0 17 59 40 Education 116
0,16,71,29,116,sociology of education,Education,0 16 71 29 Education 116
59,1,6,51,117,sociology of education,Education,59 1 6 51 Education 117
17,15,8,77,117,sociology of education,Education,17 15 8 77 Education 117
42,14,27,34,117,sociology of education,Education,42 14 27 34 Education 117
0,27,28,62,117,sociology of education,Education,0 27 28 62 Education 117
36,7,2,72,117,sociology of education,Education,36 7 2 72 Education 117
9,6,14,88,117,sociology of education,Education,9 6 14 88 Education 117
100,8,6,3,117,sociology of education,Education,100 8 6 3 Education 117
24,8,13,72,117,sociology of education,Education,24 8 13 72 Education 117
34,15,9,59,117,sociology of education,Education,34 15 9 59 Education 117
3,31,9,74,117,sociology of education,Education,3 31 9 74 Education 117
5,73,10,29,117,sociology of education,Education,5 73 10 29 Education 117
81,3,11,22,117,sociology of education,Education,81 3 11 22 Education 117
38,31,28,20,117,sociology of education,Education,38 31 28 20 Education 117
18,67,8,24,117,sociology of education,Education,18 67 8 24 Education 117
7,6,51,53,117,sociology of education,Education,7 6 51 53 Education 117
75,0,22,20,117,sociology of education,Education,75 0 22 20 Education 117
28,77,11,1,117,sociology of education,Education,28 77 11 1 Education 117
13,28,10,67,118,sociology of education,Education,13 28 10 67 Education 118
43,0,62,13,118,sociology of education,Education,43 0 62 13 Education 118
50,38,6,24,118,sociology of education,Education,50 38 6 24 Education 118
6,7,52,53,118,sociology of education,Education,6 7 52 53 Education 118
12,27,30,49,118,sociology of education,Education,12 27 30 49 Education 118
27,30,22,39,118,sociology of education,Education,27 30 22 39 Education 118
41,41,20,16,118,sociology of education,Education,41 41 20 16 Education 118
23,28,6,61,118,sociology of education,Education,23 28 6 61 Education 118
50,8,22,38,118,sociology of education,Education,50 8 22 38 Education 118
31,5,33,49,118,sociology of education,Education,31 5 33 49 Education 118
25,67,6,20,118,sociology of education,Education,25 67 6 20 Education 118
36,7,53,22,118,sociology of education,Education,36 7 53 22 Education 118
58,40,18,2,118,sociology of education,Education,58 40 18 2 Education 118
54,0,38,26,118,sociology of education,Education,54 0 38 26 Education 118
46,51,13,8,118,sociology of education,Education,46 51 13 8 Education 118
14,94,6,4,118,sociology of education,Education,14 94 6 4 Education 118
6,61,4,47,118,sociology of education,Education,6 61 4 47 Education 118
1,34,33,51,119,sociology of education,Education,1 34 33 51 Education 119
1,50,63,5,119,sociology of education,Education,1 50 63 5 Education 119
8,43,32,36,119,sociology of education,Education,8 43 32 36 Education 119
33,64,13,9,119,sociology of education,Education,33 64 13 9 Education 119
30,18,3,68,119,sociology of education,Education,30 18 3 68 Education 119
44,68,2,5,119,sociology of education,Education,44 68 2 5 Education 119
68,33,6,12,119,sociology of education,Education,68 33 6 12 Education 119
0,95,0,24,119,sociology of education,Education,0 95 0 24 Education 119
78,9,16,16,119,sociology of education,Education,78 9 16 16 Education 119
13,37,3,66,119,sociology of education,Education,13 37 3 66 Education 119
37,7,37,38,119,sociology of education,Education,37 7 37 38 Education 119
31,45,13,30,119,sociology of education,Education,31 45 13 30 Education 119
86,8,19,6,119,sociology of education,Education,86 8 19 6 Education 119
50,0,54,15,119,sociology of education,Education,50 0 54 15 Education 119
24,14,5,76,119,sociology of education,Education,24 14 5 76 Education 119
10,26,31,52,119,sociology of education,Education,10 26 31 52 Education 119
6,3,11,99,119,sociology of education,Education,6 3 11 99 Education 119
57,20,40,2,119,sociology of education,Education,57 20 40 2 Education 119
14,45,18,42,119,sociology of education,Education,14 45 18 42 Education 119
76,26,12,5,119,sociology of education,Education,76 26 12 5 Education 119
10,58,5,47,120,sociology of education,Education,10 58 5 47 Education 120
21,36,16,47,120,sociology of education,Education,21 36 16 47 Education 120
51,0,68,1,120,sociology of education,Education,51 0 68 1 Education 120
40,41,9,30,120,sociology of education,Education,40 41 9 30 Education 120
23,26,30,41,120,sociology of education,Education,23 26 30 41 Education 120
31,31,14,44,120,sociology of education,Education,31 31 14 44 Education 120
3,66,1,50,120,sociology of education,Education,3 66 1 50 Education 120
56,11,47,6,120,sociology of education,Education,56 11 47 6 Education 120
9,46,3,62,120,sociology of education,Education,9 46 3 62 Education 120
36,73,9,2,120,sociology of education,Education,36 73 9 2 Education 120
35,22,58,6,121,literacy and language,Education,35 22 58 6 Education 121
71,15,11,24,121,literacy and language,Education,71 15 11 24 Education 121
45,9,12,55,121,literacy and language,Education,45 9 12 55 Education 121
8,19,14,80,121,literacy and language,Education,8 19 14 80 Education 121
3,0,31,87,121,literacy and language,Education,3 0 31 87 Education 121
48,9,21,43,121,literacy and language,Education,48 9 21 43 Education 121
50,69,2,0,121,literacy and language,Education,50 69 2 0 Education 121
30,3,31,57,121,literacy and language,Education,30 3 31 57 Education 121
41,18,33,29,121,literacy and language,Education,41 18 33 29 Education 121
67,22,0,32,121,literacy and language,Education,67 22 0 32 Education 121
5,90,22,5,122,literacy and language,Education,5 90 22 5 Education 122
74,2,20,26,122,literacy and language,Education,74 2 20 26 Education 122
62,9,16,35,122,literacy and language,Education,62 9 16 35 Education 122
9,17,70,26,122,literacy and language,Education,9 17 70 26 Education 122
0,26,43,53,122,literacy and language,Education,0 26 43 53 Education 122
56,49,5,12,122,literacy and language,Education,56 49 5 12 Education 122
2,6,33,81,122,literacy and language,Education,2 6 33 81 Education 122
4,57,12,49,122,literacy and language,Education,4 57 12 49 Education 122
6,66,33,17,122,literacy and language,Education,6 66 33 17 Education 122
50,4,64,4,122,literacy and language,Education,50 4 64 4 Education 122
17,50,40,15,122,literacy and language,Education,17 50 40 15 Education 122
100,1,15,6,122,literacy and language,Education,100 1 15 6 Education 122
35,50,9,28,122,literacy and language,Education,35 50 9 28 Education 122
26,11,85,0,122,literacy and language,Education,26 11 85 0 Education 122
0,6,84,32,122,literacy and language,Education,0 6 84 32 Education 122
0,13,9,100,122,literacy and language,Education,0 13 9 100 Education 122
35,20,39,28,122,literacy and language,Education,35 20 39 28 Education 122
2,26,5,89,122,literacy and language,Education,2 26 5 89 Education 122
55,26,22,19,122,literacy and language,Education,55 26 22 19 Education 122
13,12,9,88,122,literacy and language,Education,13 12 9 88 Education 122
90,7,7,19,123,literacy and language,Education,90 7 7 19 Education 123
8,74,36,5,123,literacy and language,Education,8 74 36 5 Education 123
37,61,1,24,123,literacy and language,Education,37 61 1 24 Education 123
11,3,18,91,123,literacy and language,Education,11 3 18 91 Education 123
14,31,33,45,123,literacy and language,Education,14 31 33 45 Education 123
0,3,78,42,123,literacy and language,Education,0 3 78 42 Education 123
47,69,2,5,123,literacy and language,Education,47 69 2 5 Education 123
0,59,33,31,123,literacy and language,Education,0 59 33 31 Education 123
0,21,48,54,123,literacy and language,Education,0 21 48 54 Education 123
27,30,52,14,123,literacy and language,Education,27 30 52 14 Education 123
23,10,3,87,123,literacy and language,Education,23 10 3 87 Education 123
48,50,0,25,123,literacy and language,Education,48 50 0 25 Education 123
4,49,41,29,123,literacy and language,Education,4 49 41 29 Education 123
12,61,36,14,123,literacy and language,Education,12 61 36 14 Education 123
15,32,22,54,123,literacy and language,Education,15 32 22 54 Education 123
4,37,74,8,123,literacy and language,Education,4 37 74 8 Education 123
11,63,9,41,124,literacy and language,Education,11 63 9 41 Education 124
17,8,12,87,124,literacy and language,Education,17 8 12 87 Education 124
55,6,41,22,124,literacy and language,Education,55 6 41 22 Education 124
0,72,22,30,124,literacy and language,Education,0 72 22 30 Education 124
24,24,51,25,124,literacy and language,Education,24 24 51 25 Education 124
97,16,2,9,124,literacy and language,Education,97 16 2 9 Education 124
45,15,50,14,124,literacy and language,Education,45 15 50 14 Education 124
32,18,51,23,124,literacy and language,Education,32 18 51 23 Education 124
3,16,51,54,124,literacy and language,Education,3 16 51 54 Education 124
33,6,26,59,124,literacy and language,Education,33 6 26 59 Education 124
35,23,26,40,124,literacy and language,Education,35 23 26 40 Education 124
31,6,68,19,124,literacy and language,Education,31 6 68 19 Education 124
32,59,15,18,124,literacy and language,Education,32 59 15 18 Education 124
0,5,47,72,124,literacy and language,Education,0 5 47 72 Education 124
31,77,6,10,124,literacy and language,Education,31 77 6 10 Education 124
0,16,9,99,124,literacy and language,Education,0 16 9 99 Education 124
5,73,3,44,125,literacy and language,Education,5 73 3 44 Education 125
49,2,55,19,125,literacy and language,Education,49 2 55 19 Education 125
21,16,44,44,125,literacy and language,Education,21 16 44 44 Education 125
66,48,4,7,125,literacy and language,Education,66 48 4 7 Education 125
83,17,16,9,125,literacy and language,Education,83 17 16 9 Education 125
84,26,8,7,125,literacy and language,Education,84 26 8 7 Education 125
19,50,8,48,125,literacy and language,Education,19 50 8 48 Education 125
39,17,13,56,125,literacy and language,Education,39 17 13 56 Education 125
22,10,25,68,125,literacy and language,Education,22 10 25 68 Education 125
48,2,60,15,125,literacy and language,Education,48 2 60 15 Education 125
49,6,18,52,125,literacy and language,Education,49 6 18 52 Education 125
0,25,2,98,125,literacy and language,Education,0 25 2 98 Education 125
14,35,36,40,125,literacy and language,Education,14 35 36 40 Education 125
5,81,13,26,125,literacy and language,Education,5 81 13 26 Education 125
15,11,78,21,125,literacy and language,Education,15 11 78 21 Education 125
0,25,40,60,125,literacy and language,Education,0 25 40 60 Education 125
26,4,15,80,125,literacy and language,Education,26 4 15 80 Education 125
7,9,21,88,125,literacy and language,Education,7 9 21 88 Education 125
42,1,33,49,125,literacy and language,Education,42 1 33 49 Education 125
0,6,55,64,125,literacy and language,Education,0 6 55 64 Education 125
34,22,7,62,125,literacy and language,Education,34 22 7 62 Education 125
19,14,58,35,126,educational administration and management,Humanities,19 14 58 35 Humanities 126
100,2,4,20,126,educational administration and management,Humanities,100 2 4 20 Humanities 126
0,4,70,52,126,educational administration and management,Humanities,0 4 70 52 Humanities 126
36,46,11,33,126,educational administration and management,Humanities,36 46 11 33 Humanities 126
93,14,2,17,126,educational administration and management,Humanities,93 14 2 17 Humanities 126
0,54,26,46,126,educational administration and management,Humanities,0 54 26 46 Humanities 126
21,22,36,47,126,educational administration and management,Humanities,21 22 36 47 Humanities 126
0,32,67,27,126,educational administration and management,Humanities,0 32 67 27 Humanities 126
